row_id,call_idx,sample_idx,y_factual,y_cf,causal_effect,target_agent,cf_agent,cf_path
0,0,0,0.0,0.0,0.0,ANSWER,agent_0,results/env=multi_agent_debate/model=Qwen3-8B/adv=agent_4/row=0/index.json
0,1,0,0.0,0.0,0.0,ANSWER,agent_1,results/env=multi_agent_debate/model=Qwen3-8B/adv=agent_4/row=0/index.json
0,2,0,0.0,0.0,0.0,ANSWER,agent_2,results/env=multi_agent_debate/model=Qwen3-8B/adv=agent_4/row=0/index.json
0,3,0,0.0,0.0,0.0,ANSWER,agent_3,results/env=multi_agent_debate/model=Qwen3-8B/adv=agent_4/row=0/index.json
0,4,0,0.0,0.0,0.0,ANSWER,agent_4,results/env=multi_agent_debate/model=Qwen3-8B/adv=agent_4/row=0/index.json
0,5,0,0.0,0.0,0.0,ANSWER,agent_0,results/env=multi_agent_debate/model=Qwen3-8B/adv=agent_4/row=0/index.json
0,6,0,0.0,0.0,0.0,ANSWER,agent_1,results/env=multi_agent_debate/model=Qwen3-8B/adv=agent_4/row=0/index.json
0,7,0,0.0,0.0,0.0,ANSWER,agent_2,results/env=multi_agent_debate/model=Qwen3-8B/adv=agent_4/row=0/index.json
0,8,0,0.0,0.0,0.0,ANSWER,agent_3,results/env=multi_agent_debate/model=Qwen3-8B/adv=agent_4/row=0/index.json
0,9,0,0.0,0.0,0.0,ANSWER,agent_4,results/env=multi_agent_debate/model=Qwen3-8B/adv=agent_4/row=0/index.json
0,10,0,0.0,0.0,0.0,ANSWER,agent_0,results/env=multi_agent_debate/model=Qwen3-8B/adv=agent_4/row=0/index.json
0,11,0,0.0,0.0,0.0,ANSWER,agent_1,results/env=multi_agent_debate/model=Qwen3-8B/adv=agent_4/row=0/index.json
0,12,0,0.0,0.0,0.0,ANSWER,agent_2,results/env=multi_agent_debate/model=Qwen3-8B/adv=agent_4/row=0/index.json
0,13,0,0.0,0.0,0.0,ANSWER,agent_3,results/env=multi_agent_debate/model=Qwen3-8B/adv=agent_4/row=0/index.json
1,0,0,0.0,0.0,0.0,ANSWER,agent_0,results/env=multi_agent_debate/model=Qwen3-8B/adv=agent_4/row=1/index.json
1,1,0,0.0,0.0,0.0,ANSWER,agent_1,results/env=multi_agent_debate/model=Qwen3-8B/adv=agent_4/row=1/index.json
1,2,0,0.0,0.0,0.0,ANSWER,agent_2,results/env=multi_agent_debate/model=Qwen3-8B/adv=agent_4/row=1/index.json
1,3,0,0.0,0.0,0.0,ANSWER,agent_3,results/env=multi_agent_debate/model=Qwen3-8B/adv=agent_4/row=1/index.json
1,4,0,0.0,0.0,0.0,ANSWER,agent_4,results/env=multi_agent_debate/model=Qwen3-8B/adv=agent_4/row=1/index.json
1,5,0,0.0,0.0,0.0,ANSWER,agent_0,results/env=multi_agent_debate/model=Qwen3-8B/adv=agent_4/row=1/index.json
1,6,0,0.0,0.0,0.0,ANSWER,agent_1,results/env=multi_agent_debate/model=Qwen3-8B/adv=agent_4/row=1/index.json
1,7,0,0.0,0.0,0.0,ANSWER,agent_2,results/env=multi_agent_debate/model=Qwen3-8B/adv=agent_4/row=1/index.json
1,8,0,0.0,0.0,0.0,ANSWER,agent_3,results/env=multi_agent_debate/model=Qwen3-8B/adv=agent_4/row=1/index.json
1,9,0,0.0,0.0,0.0,ANSWER,agent_4,results/env=multi_agent_debate/model=Qwen3-8B/adv=agent_4/row=1/index.json
1,10,0,0.0,0.0,0.0,ANSWER,agent_0,results/env=multi_agent_debate/model=Qwen3-8B/adv=agent_4/row=1/index.json
1,11,0,0.0,0.0,0.0,ANSWER,agent_1,results/env=multi_agent_debate/model=Qwen3-8B/adv=agent_4/row=1/index.json
1,12,0,0.0,0.0,0.0,ANSWER,agent_2,results/env=multi_agent_debate/model=Qwen3-8B/adv=agent_4/row=1/index.json
1,13,0,0.0,0.0,0.0,ANSWER,agent_3,results/env=multi_agent_debate/model=Qwen3-8B/adv=agent_4/row=1/index.json
10,0,0,0.0,0.0,0.0,CONTAINS,agent_0,results/env=multi_agent_debate/model=Qwen3-8B/adv=agent_4/row=10/index.json
10,1,0,0.0,0.0,0.0,CONTAINS,agent_1,results/env=multi_agent_debate/model=Qwen3-8B/adv=agent_4/row=10/index.json
10,2,0,0.0,0.0,0.0,CONTAINS,agent_2,results/env=multi_agent_debate/model=Qwen3-8B/adv=agent_4/row=10/index.json
